0.424669000,0.001934333,0.008032333,0.009052333,0.101732333,0.260805333,0.087763000
0.03536033,0.18855700,1.02034433,0.15789900,6.99036100,0.84459700,1.69982500
0.26772633,0.60989033,0.05371600,0.16443433,0.00374800,0.08000633,0.58081433
382024439,8289432,0,0,0,0,0
1.635609e+04,8.264414e+07,6.734788e+05,4.670571e+05,2.959258e+05,8.196718e+10,8.116037e+1
1.873304,7.884219,22.339594,0.096537,47.077689,8.358904,24.671204
3139430224,18954742986,0,3596351191,0,6018559773,0
3.058590e-01,1.324548e+01,2.162712e+00,3.445482e+01,5.639777e+02,1.656166e+02,9.976550e+06
0.129957333,0.043543000,0.015391000,0.281206333,0.003853000,0.095377000,0.004116000
0.1629773,3.0494173,28.0643070,17.4521963,53.8589403,12.8775443,116.3626690
1.032686,3.204846,11.142400,16.588241,68.068240,4.344474,424.181032
7177908529,6307470420,9589078299,3397948466,9080365935,4914951247,7247194665
2414211,34868828,109712067,142210392,91424618,64732082,93010519
83.18006,148.40810,10846.39812,75687.06680,176889.56562,280400.93761,945942.21846
14802572387,6528837049,7867031756,46128733161,4510398647,6348357727,3862912737
20.301904,23.111716,6.136574,36.562507,19.077777,12.122544,18.275454
0.027277000,0.020732333,0.256262333,0.143004333,0.091543000,0.237727000,0.006492333
4.2973863,0.1124203, 5.2432653,44.5504443,33.8554710,56.9474663,172.495732
4.362686e+02,1.765630e+02,1.882787e+05,2.218125e+05,1.924131e+06,1.094656e+07,3.487096e+07
7.941758e+09,1.388751e+09,1.817165e+12,6.414709e+09,7.598007e+09,6.253886e+09,4.937884e+09
18456553,34723991,86197282,114773037,22082394,39032840,302126174
3.460639e+03,6.817621e+04,7.000806e+07,1.994801e+07,2.928213e+07,3.083829e+08,1.398427e+09
17041546698,30784469691,44711476643,7099478057,30805806495,2329935881,11470472098
25.561369,10.886428,39.270290,11.996104,7.882275,30.038929,55.628450
0.01005433,0.22163700,0.11616933,0.17109733,0.02205233,0.17815233,0.04503633
0.07376433,1.43170533,1.26150033,2.42712933,9.39443200,4.19794433,27.27800233
26.98130,30.50804,61.33853,228.66628,625.31249,1279.78126,382.10124
3602820643,3176339183,2400591020,4690001051,6422164097,8746706843,6726357330
1177608.75,5290685.19, 6751208.73,19296.86,28951745.46,23366092.72,103267948.22
59.91564,64.24028,457.16383,1124.89866,2652.89448,16231.31832,1439.29566
0,25031628825,19391593057,31241558054,12490296041,13162729052,37510924604
47.602880,26.338586,45.515342,230.310900,111.855424,15.402196, 9.358864
0.30285833,0.01101233,0.20913100,0.61767300,0.33594300,0.00849100,1.07228033
0.2849123,0.2025293,0.4876590,4.1988053,1.1810643,0.4200510,0.7661590
24.109540,13.350337,12.160242,22.644001,8.051533,20.586121,5.949822
7576077,6878388150,7316600795,3987446549,4434286555,2493550713,1454754499
170607.088,3274463.847,5480.925,1616.858,5314.641,4937776.444,1142.825
84.50200,16.98666,253.41391,596.43803,91.17128,154.97268,52.53680
15651084929,2551277472,7164587677,15689603636,21773258913,4028299734,0
38.923281,11406.772777,45.656202,41.943932,8.224961,66.933760,18.293452
0.24783700,0.04140300,0.01875433,0.13868633,0.00053200,0.18305233,0.04155233
1.73213733,4.42998300,0.64693733,3.02140233,4.37797900,0.58708633,0.01087633
16.36197,458.35808,1609.60709,3634.09802,1592.99794,3231.14861,549.48538
121230035,189999324,11702198533,7563342933,8669162192,4735949312,663213625
9117360.49,29831339.30,10957289.59,10746652.30,10226454.6,12126354.65,11363443.64
76738.551,62086.975,37444.049,42395.682,62331.616,2131.306,87619.571
61846021360,40844042589,51064752731,23674866332,11040605440 ,2857366759,26819924914
1.180419e+05,1.073714e+02,1.375029e+02,4.311849e+01,1.327112e+00,8.756476e+00,8.694786e+00
0.018420333,0.093961000,0.009585333,0.005240333,0.045220333,0.035349333,0.004080333
0.02146233,1.04119433,0.15538900,0.19999900,0.11893733,0.03048700,2.83046633
1.5696003,0.3282040,0.0243810,0.1748443,0.8077863,0.2994843,0.3342943
1394399344,1092922812,1730076764,996901959 ,433533769,19184982516,3405192645
2672.87083,756.10010,4671.62986,38030.61382,6455.40080,77.98023,55682.68210
0.878941,0.350739, 0.558529, 2.226917,5.435225, 2.334696,61.285320
43038304,248662342,14051651950,0,0,0,0
14.6844973,14.0164543,13.0627243,0.1522303,49.8741490,13.8667890,16.1184093

